"Name","State","Notes","User","Tags","Created","Runtime","Sweep","accuracy_mean","accuracy_std","accuracy_train_mean","accuracy_train_std","macro_mean","macro_std","micro_mean","micro_std","n_units","macro_train_mean","macro_train_std","micro_train_mean","micro_train_std"
"RF_6phylum_28s","finished","-","mohammadsaleh-refahi","28s, 6, phylum","2023-06-15T20:11:37.000Z","6","","0.979209026404","0.0012399913696203857","0.9981758160694748","0.000280685333705899","0.4479137138352434","0.020594315950572095","0.979209026404","0.0012399913696203857","1","0.997418365294652","0.002130633647419611","0.9981758160694748","0.000280685333705899"
"RF_6phylum_its","finished","-","mohammadsaleh-refahi","6, its, phylum","2023-06-15T20:12:15.000Z","5","","0.9779286683540016","0.0012188569126465043","0.9999600511345478","0.00003994886545222176","0.5450935733435194","0.004014202754977825","0.9779286683540016","0.0012188569126465043","1","0.9998405707064272","0.00015942929357293245","0.9999600511345478","0.00003994886545222176"
"KNN_phylum2023-June-05_17-50-22_PMits","finished","-","mohammadsaleh-refahi","2023-June-05_17-50-22_PM, its, phylum","2023-06-19T17:05:52.000Z","5","","0.9702187014089184","0.0021186150905915364","0.9833749460247478","0.00013659526751856133","0.6386972196296975","0.04879988897356763","0.9702187014089184","0.0021186150905915364","2","","","",""
"DNN_phylum2023-June-05_17-50-22_PMits","finished","-","mohammadsaleh-refahi","2023-June-05_17-50-22_PM, its, phylum","2023-06-19T17:05:45.000Z","5","","0.9700039808917196","0.004862598536060905","8.795421974522291","0.005917217592336268","0.5816494676975477","0.0680902369444013","0.9733947942317434","0.004919854488030056","1","","","",""
"KNN_phylum2023-June-16_16-59-42_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_16-59-42_PM, its, phylum","2023-06-19T18:40:00.000Z","5","","0.9697392288431036","0.0025704304509526267","0.9831663276492608","0.00018685939684406056","0.6367808233536477","0.05651292074750405","0.9697392288431036","0.0025704304509526267","2","","","",""
"KNN_6phylum_28s","finished","-","mohammadsaleh-refahi","28s, 6, phylum","2023-06-15T20:11:44.000Z","6","","0.9693865514846732","0.0004450668502190003","0.976753375130846","0.002432780154467351","0.3256152284355841","0.004271737952455362","0.9693865514846732","0.0004450668502190003","2","0.3836011755660595","0.0026073179018116788","0.976753375130846","0.002432780154467351"
"DNN_phylum2023-June-13_19-49-43_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-49-43_PM, its, phylum","2023-06-19T18:33:29.000Z","5","","0.9688296178343948","0.004434005764081434","8.78218550955414","0.004945006265517085","0.5693709579875149","0.04975237537120037","0.9722160090535654","0.004424412315778847","1","","","",""
"KNN_3phylum_28s","finished","-","mohammadsaleh-refahi","28s, 3, phylum","2023-06-15T20:10:17.000Z","5","","0.9682873496372716","0.0012168599043561046","0.9761453444496802","0.001216676130301242","0.31475925054923104","0.0164320648651525","0.9682873496372716","0.0012168599043561046","2","0.36974242193564455","0.00429385121748968","0.9761453444496802","0.001216676130301242"
"DNN_phylum2023-June-12_00-04-43_AMits","finished","-","mohammadsaleh-refahi","2023-June-12_00-04-43_AM, its, phylum","2023-06-19T17:40:49.000Z","5","","0.9682125796178344","0.00885247299744618","8.784454617834395","0.006726676371138295","0.5855848512881825","0.06116624692411971","0.9715972468747508","0.008917375693826527","1","","","",""
"KNN_phylum2023-May-31_09-28-13_AMits","finished","-","mohammadsaleh-refahi","2023-May-31_09-28-13_AM, its, phylum","2023-06-19T17:04:15.000Z","136","","0.9678018452951326","0.0015925329272650404","0.9828312076756518","0.00027780509620072843","0.6379165288374725","0.06255463150711973","0.9678018452951326","0.0015925329272650404","2","","","",""
"KNN_phylum2023-June-12_00-04-43_AMits","finished","-","mohammadsaleh-refahi","2023-June-12_00-04-43_AM, its, phylum","2023-06-19T17:40:56.000Z","5","","0.9674821410632386","0.002718158181502864","0.982212012358236","0.00023749678187548823","0.6224775685709005","0.04706962738346317","0.9674821410632386","0.002718158181502864","2","","","",""
"DNN_phylum2023-June-15_20-20-12_PMits","finished","-","mohammadsaleh-refahi","2023-June-15_20-20-12_PM, its, phylum","2023-06-19T18:36:16.000Z","6","","0.9671974522292992","0.003053631992160043","8.75370222929936","0.003951122770929785","0.5515205182993068","0.05148742263970423","0.9705783098228998","0.0030822012364740436","1","","","",""
"KNN_phylum2023-June-15_20-20-12_PMits","finished","-","mohammadsaleh-refahi","2023-June-15_20-20-12_PM, its, phylum","2023-06-19T18:36:25.000Z","5","","0.9665035470517064","0.00195098099629401","0.9808559977198916","0.00024340559405179444","0.6032602001666065","0.05145751694732122","0.9665035470517064","0.00195098099629401","2","","","",""
"DNN_phylum2023-March-16_19-35_PMits","finished","-","mohammadsaleh-refahi","2023-March-16_19-35_PM, its, phylum","2023-06-19T19:48:30.000Z","5","","0.9662420382165604","0.004485530579937347","8.737221337579617","0.0042716285202982","0.5511331096466124","0.04636286186558162","0.96961964396469","0.004531976585722999","1","","","",""
"RF_3phylum_28s","finished","-","mohammadsaleh-refahi","28s, 3, phylum","2023-06-15T20:10:10.000Z","5","","0.9659954508920502","0.0005153068254427629","0.9999064524427096","2.1877863409791595e-9","0.37104186617814994","0.007093941589216141","0.9659954508920502","0.0005153068254427629","1","0.9999728030920344","1.2668657795034124e-7","0.9999064524427096","2.1877863409791595e-9"
"DNN_phylum2023-June-13_10-25-41_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_10-25-41_AM, its, phylum","2023-06-19T18:22:29.000Z","5","","0.9645700636942676","0.007003428378088869","8.750358280254776","0.006205468357751072","0.5684063400256459","0.058997591109039335","0.9679419687387718","0.007067314533743963","1","","","",""
"KNN_phylum2023-May-24_10-54-28_AMits","finished","-","mohammadsaleh-refahi","2023-May-24_10-54-28_AM, its, phylum","2023-06-19T16:46:54.000Z","6","","0.9644062116472814","0.0014714714047416057","0.979779619603422","0.0002976806456839633","0.6184176866569853","0.04821526621038668","0.9644062116472814","0.0014714714047416057","2","","","",""
"KNN_phylum2023-April-14_22-10_PMits","finished","-","mohammadsaleh-refahi","2023-April-14_22-10_PM, its, phylum","2023-06-19T17:22:15.000Z","5","","0.9639269625002026","0.001921343831625891","0.9804742717413945","0.00037807527079282633","0.618075256571319","0.04762773779514336","0.9639269625002026","0.001921343831625891","2","","","",""
"DNN_phylum2023-May-24_10-54-28_AMits","finished","-","mohammadsaleh-refahi","2023-May-24_10-54-28_AM, its, phylum","2023-06-19T16:46:47.000Z","6","","0.9638335987261148","0.002998975125660923","8.726791401273886","0.006248985677763496","0.5436570964069168","0.0372014170361069","0.9672026442245738","0.0030101990265112635","1","","","",""
"KNN_phylum2023-March-16_19-35_PMits","finished","-","mohammadsaleh-refahi","2023-March-16_19-35_PM, its, phylum","2023-06-19T19:48:37.000Z","5","","0.9635275097484376","0.0020705918347242477","0.9805142212865487","0.00024466326179357754","0.6187080178847395","0.04810490445776293","0.9635275097484376","0.00207059183472426","2","","","",""
"KNN_phylum2023-June-16_17-01-50_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_17-01-50_PM, its, phylum","2023-06-19T18:50:53.000Z","6","","0.9633676217259084","0.0020355012872361987","0.9801990741892156","0.00043387301490967786","0.5929787699125495","0.05791960964190218","0.9633676217259084","0.0020355012872361987","2","","","",""
"KNN_phylum2023-June-13_19-49-43_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-49-43_PM, its, phylum","2023-06-19T18:33:36.000Z","5","","0.9629482009246184","0.0022240704341066468","0.9792669523675428","0.0003507771990346179","0.5934206081110491","0.04414474233093709","0.9629482009246184","0.0022240704341066754","2","","","",""
"KNN_phylum2023-May-15_09-42-12_AMits","finished","-","mohammadsaleh-refahi","2023-May-15_09-42-12_AM, its, phylum","2023-06-19T16:47:14.000Z","6","","0.9627883129020888","0.002099877262658032","0.9800947653708816","0.0001946378154482059","0.6026515490996529","0.04523050790322643","0.9627883129020888","0.002099877262658032","2","","","",""
"DNN_phylum2023-June-13_19-50-01_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-50-01_PM, its, phylum","2023-06-19T18:35:27.000Z","5","","0.9626791401273884","0.005099777113419372","8.722412420382167","0.008749905820070812","0.5633052185028067","0.05309779012745287","0.9660441143485816","0.005111511241402627","1","","","",""
"KNN_phylum2023-June-13_19-46-44_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-46-44_PM, its, phylum","2023-06-19T18:32:54.000Z","6","","0.9626485764516172","0.0024509306279097143","0.9786832655076384","0.0004137761985243848","0.6027056954907157","0.0491112613001306","0.9626485764516172","0.002450930627909696","2","","","",""
"DNN_phylum2023-June-16_16-59-42_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_16-59-42_PM, its, phylum","2023-06-19T18:39:52.000Z","6","","0.9625995222929936","0.002754377226053782","8.902587579617835","0.0035907555043887375","0.5733832896934073","0.0416068654417352","0.9659641703373169","0.0027356179773023823","1","","","",""
"DNN_phylum2023-March-21_10-04_AMits","finished","-","mohammadsaleh-refahi","2023-March-21_10-04_AM, its, phylum","2023-06-19T19:48:00.000Z","5","","0.9625199044585984","0.003866847732306405","8.701771496815287","0.005954095329412984","0.5360059415343368","0.04799026430255046","0.965884449744788","0.00390396937829014","1","","","",""
"KNN_phylum2023-March-21_10-04_AMits","finished","-","mohammadsaleh-refahi","2023-March-21_10-04_AM, its, phylum","2023-06-19T19:48:07.000Z","6","","0.9623290357941552","0.001803346947550218","0.9785856153162392","0.00025009685825968776","0.607472745329047","0.04680588211601434","0.9623290357941552","0.001803346947550218","2","","","",""
"DNN_phylum2023-April-14_22-10_PMits","finished","-","mohammadsaleh-refahi","2023-April-14_22-10_PM, its, phylum","2023-06-19T17:22:08.000Z","5","","0.9617436305732484","0.006060115008360845","8.726015127388536","0.004544367060840303","0.5427921759558892","0.04672495560847362","0.9651051093391344","0.006040470605907294","1","","","",""
"DNN_phylum2023-June-13_05-27-34_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_05-27-34_AM, its, phylum","2023-06-19T18:00:54.000Z","5","","0.9616042993630574","0.0080076554729379","8.690903662420382","0.006402587098320609","0.5259063918734737","0.04109662420737941","0.9649655763592976","0.008039539503663784","1","","","",""
"DNN_phylum2023-May-15_09-42-12_AMits","finished","-","mohammadsaleh-refahi","2023-May-15_09-42-12_AM, its, phylum","2023-06-19T16:47:07.000Z","6","","0.9614450636942674","0.003616974774102136","8.684375","0.007694070981600816","0.5415411491624564","0.04025665629491987","0.9648058120149968","0.003644326303721627","1","","","",""
"DNN_phylum2023-June-16_17-01-50_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_17-01-50_PM, its, phylum","2023-06-19T18:50:46.000Z","5","","0.961425159235669","0.006839607587915538","8.72201433121019","0.006602282213845173","0.5379780278831596","0.04353159942201556","0.9647858200277504","0.006868845465739115","1","","","",""
"KNN_3phylum_its","finished","-","mohammadsaleh-refahi","3, its, phylum","2023-06-15T20:10:32.000Z","5","","0.9611305143366078","0.0007997377306634412","0.9735344064594722","0.00005939347660960381","0.5111722963616132","0.013919142921370836","0.9611305143366078","0.0007997377306634412","2","0.5605759835242576","0.013508877262669527","0.9735344064594722","0.00005939347660960381"
"DNN_phylum2023-June-07_19-00-51_PMits","finished","-","mohammadsaleh-refahi","2023-June-07_19-00-51_PM, its, phylum","2023-06-19T17:06:57.000Z","6","","0.9610668789808916","0.011917835101256874","8.686146496815287","0.005132726580027691","0.5239402108001195","0.05574049459030628","0.9644266624408608","0.011991663506780294","1","","","",""
"DNN_phylum2023-March-31_13-00_PMits","finished","-","mohammadsaleh-refahi","2023-March-31_13-00_PM, its, phylum","2023-06-19T17:23:53.000Z","5","","0.9609474522292992","0.00603325121202751","8.703702229299363","0.004346470225368606","0.5280383797036003","0.04600289347092908","0.9643064352335812","0.006058461224539734","1","","","",""
"KNN_phylum2023-June-17_21-00-07_PMits","finished","-","mohammadsaleh-refahi","2023-June-17_21-00-07_PM, its, phylum","2023-06-19T18:53:48.000Z","6","","0.9607909932885808","0.0017815685230416442","0.9781816973952816","0.0002722331045676514","0.5991823147462858","0.05557419065246996","0.9607909932885808","0.0017815685230416442","2","","","",""
"DNN_phylum2023-June-12_23-11-15_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_23-11-15_PM, its, phylum","2023-06-19T17:59:58.000Z","5","","0.9605692675159236","0.0070375421633407445","8.691381369426752","0.006900419649220572","0.5296673495779441","0.05043042781145218","0.9639269345728604","0.007067505055249648","1","","","",""
"DNN_phylum2023-June-17_21-00-07_PMits","finished","-","mohammadsaleh-refahi","2023-June-17_21-00-07_PM, its, phylum","2023-06-19T18:53:41.000Z","5","","0.9603702229299363","0.0036316228822685817","8.715824044585988","0.00541170713599002","0.5284615616598543","0.043013455844868674","0.963727293973814","0.00367982897797481","1","","","",""
"DNN_phylum2023-June-13_19-46-44_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-46-44_PM, its, phylum","2023-06-19T18:32:46.000Z","6","","0.9600119426751592","0.008820819772554979","8.699820859872611","0.006819681162879534","0.5470556933791948","0.04323279602197517","0.9633674302241344","0.008830937902291428","1","","","",""
"KNN_phylum2023-June-17_20-07-31_PMits","finished","-","mohammadsaleh-refahi","2023-June-17_20-07-31_PM, its, phylum","2023-06-19T18:52:54.000Z","5","","0.9598521917497684","0.0021550062923584553","0.977735608991312","0.0002673197447595357","0.5881418929415061","0.062335096270758374","0.9598521917497684","0.0021550062923584553","2","","","",""
"KNN_phylum2023-March-31_13-00_PMits","finished","-","mohammadsaleh-refahi","2023-March-31_13-00_PM, its, phylum","2023-06-19T17:24:00.000Z","6","","0.9597722636969848","0.0021393540208654","0.9773938323609508","0.0002795392306594683","0.5953523000936425","0.04901421421643386","0.9597722636969848","0.0021393540208653992","2","","","",""
"KNN_phylum2023-June-13_05-27-10_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_05-27-10_AM, its, phylum","2023-06-19T18:15:42.000Z","5","","0.9584339136555208","0.0020694968718662538","0.977622425435133","0.00026174757955079635","0.60662015420366","0.05251677190946424","0.9584339136555208","0.0020694968718662538","2","","","",""
"DNN_phylum2023-June-12_00-01-23_AMits","finished","-","mohammadsaleh-refahi","2023-June-12_00-01-23_AM, its, phylum","2023-06-19T17:38:19.000Z","5","","0.9583399681528664","0.004772963003596994","8.777109872611465","0.004778562664906594","0.5467445751969097","0.03388305056055049","0.9616898667075844","0.004801730607913479","1","","","",""
"DNN_phylum2023-June-17_20-07-31_PMits","finished","-","mohammadsaleh-refahi","2023-June-17_20-07-31_PM, its, phylum","2023-06-19T18:52:47.000Z","5","","0.957782643312102","0.006270662677842456","8.677488057324842","0.00413040297506907","0.5278700003526817","0.04440782340140481","0.9611305777983536","0.006299325897973517","1","","","",""
"DNN_phylum2023-March-07_11-23_AMits","finished","-","mohammadsaleh-refahi","2023-March-07_11-23_AM, its, phylum","2023-06-19T19:47:39.000Z","5","","0.9573845541401276","0.003119924678935598","8.814351114649682","0.0074396092666899295","0.5533901194647803","0.05722604028227876","0.9607310053579802","0.003115690781897664","1","","","",""
"DNN_phylum2023-June-13_09-59-42_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_09-59-42_AM, its, phylum","2023-06-19T18:14:56.000Z","5","","0.9572651273885348","0.009018301417777349","8.704498407643312","0.0063794954255696245","0.5296335314955729","0.05008634676638796","0.9606113047805784","0.009059880286039924","1","","","",""
"KNN_phylum2023-June-07_19-00-51_PMits","finished","-","mohammadsaleh-refahi","2023-June-07_19-00-51_PM, its, phylum","2023-06-19T17:07:04.000Z","6","","0.9570358908634584","0.003091827490751838","0.97644839417199","0.00034654716371068645","0.5818062160509335","0.06539113854473129","0.9570358908634584","0.003091827490751838","2","","","",""
"KNN_phylum2023-June-13_19-50-01_PMits","finished","-","mohammadsaleh-refahi","2023-June-13_19-50-01_PM, its, phylum","2023-06-19T18:35:34.000Z","5","","0.9568760108201692","0.001549682830047287","0.9753431639592334","0.00017907240165111044","0.5932361633389327","0.05438106009365243","0.9568760108201692","0.0015496828300472993","2","","","",""
"KNN_phylum2023-June-13_10-25-41_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_10-25-41_AM, its, phylum","2023-06-19T18:22:36.000Z","6","","0.9547588430133092","0.0023240213567805494","0.9745952497999302","0.00034199969706050757","0.5767915838708328","0.05438271664173435","0.9547588430133092","0.0023240213567805703","2","","","",""
"DNN_phylum2023-June-08_18-43-57_PMits","finished","-","mohammadsaleh-refahi","2023-June-08_18-43-57_PM, its, phylum","2023-06-19T17:19:18.000Z","5","","0.953702229299363","0.00483166126777484","8.849741242038217","0.004544541421699187","0.5460250874438757","0.057841055800220344","0.9570360105520668","0.00487826642188924","1","","","",""
"DNN_phylum2023-March-31_14-46_PMits","finished","-","mohammadsaleh-refahi","2023-March-31_14-46_PM, its, phylum","2023-06-19T17:23:40.000Z","6","","0.9531847133757962","0.004288290767355151","8.635907643312102","0.00784387210939495","0.5087743912551372","0.04793523369300963","0.9565164662401124","0.00428869260966344","1","","","",""
"KNN_phylum2023-March-07_11-23_AMits","finished","-","mohammadsaleh-refahi","2023-March-07_11-23_AM, its, phylum","2023-06-19T19:47:46.000Z","5","","0.953080904472452","0.0028027478416586967","0.9751966905684356","0.0003488358194151561","0.5835580942297808","0.06131692356933446","0.953080904472452","0.002802747841658707","2","","","",""
"DNN_phylum2023-June-12_17-13-59_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_17-13-59_PM, its, phylum","2023-06-19T17:39:48.000Z","5","","0.9524482484076432","0.004552380748412658","8.766341560509554","0.0072433908319132915","0.541001750709058","0.05922939933975638","0.955777428978575","0.004555043162278686","1","","","",""
"DNN_phylum2023-June-13_10-00-57_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_10-00-57_AM, its, phylum","2023-06-19T18:17:24.000Z","6","","0.9522093949044588","0.004295352650087756","8.756130573248408","0.006973267926639551","0.5313350917549101","0.03940447858345914","0.9555377126437692","0.004289957364457721","1","","","",""
"KNN_6phylum_its","finished","-","mohammadsaleh-refahi","6, its, phylum","2023-06-15T20:12:22.000Z","6","","0.9522021695184664","0.0016169420187659431","0.9668230577057269","0.003615962787222482","0.5229096666009112","0.002363480305447585","0.9522021695184664","0.0016169420187659431","2","0.5677270917770851","0.002134513359405843","0.9668230577057269","0.003615962787222482"
"DNN_phylum2023-June-13_00-13-55_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_00-13-55_AM, its, phylum","2023-06-19T18:03:11.000Z","5","","0.951890923566879","0.0055347639092280755","8.777567675159235","0.004973924677335618","0.5365069590022038","0.0471183747541977","0.955218064266559","0.005527530582719905","1","","","",""
"DNN_phylum2023-June-12_21-54-57_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_21-54-57_PM, its, phylum","2023-06-19T17:59:38.000Z","135","","0.9515525477707006","0.0050253929420571945","8.771019108280255","0.006519553417042993","0.5376158396159944","0.0339890783142204","0.954878475767166","0.005007687154885849","1","","","",""
"KNN_phylum2023-June-16_17-01-25_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_17-01-25_PM, its, phylum","2023-06-19T18:47:14.000Z","17","","0.9512633810866944","0.003670587734007625","0.9732259176614432","0.00027791769731412905","0.5930968282328699","0.06107166660738476","0.9512633810866944","0.003670587734007625","2","","","",""
"DNN_phylum2023-May-18_18-05-26_PMits","finished","-","mohammadsaleh-refahi","2023-May-18_18-05-26_PM, its, phylum","2023-06-19T16:45:52.000Z","5","","0.9511942675159236","0.002848216052003752","8.593212579617834","0.006833377762875911","0.5282313144696327","0.033271191197111916","0.9545191306681234","0.0028585010585903733","1","","","",""
"KNN_phylum2023-May-18_18-05-26_PMits","finished","-","mohammadsaleh-refahi","2023-May-18_18-05-26_PM, its, phylum","2023-06-19T16:45:59.000Z","6","","0.950823896484993","0.0012669730536461969","0.9713283834939144","0.0003316954372034524","0.5645692369891478","0.05179581302562423","0.950823896484993","0.0012669730536461847","2","","","",""
"KNN_phylum2023-June-12_23-11-15_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_23-11-15_PM, its, phylum","2023-06-19T18:00:05.000Z","5","","0.9490462014785372","0.003204314469953403","0.9715725110164768","0.0004029889324881897","0.5690687638299192","0.05713110115086871","0.9490462014785372","0.003204314469953403","2","","","",""
"KNN_phylum2023-May-31_09-28-13_AMdairydb","finished","-","mohammadsaleh-refahi","2023-May-31_09-28-13_AM, dairydb, phylum","2023-06-18T17:08:10.000Z","5","","0.9488464895872304","0.003100990821428376","0.9744177024012416","0.0003177252263567407","0.7220670748271572","0.01694302498792495","0.9488464895872304","0.003100990821428376","2","","","",""
"KNN_6phylum_dairydb","finished","-","mohammadsaleh-refahi","6, dairydb, phylum","2023-06-15T20:15:52.000Z","6","","0.948659433844619","0.0029554807332584643","0.9670283077690484","0.00009976306272602152","0.6529196307846497","0.007168825793527678","0.948659433844619","0.0029554807332584643","2","0.7708004780807967","0.009820849102400608","0.9670283077690484","0.00009976306272602152"
"DNN_phylum2023-June-13_10-01-42_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_10-01-42_AM, its, phylum","2023-06-19T18:16:17.000Z","5","","0.9476114649681532","0.0035548270858608215","8.637699044585988","0.005298326105829046","0.505955376335708","0.03576648686745779","0.9509238324835042","0.0035749430855035137","1","","","",""
"DNN_phylum2023-June-12_21-53-37_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_21-53-37_PM, its, phylum","2023-06-19T17:55:48.000Z","6","","0.94671576433121","0.0028927280546918975","8.821457006369425","0.003890290661961343","0.5093141928252111","0.037348534469272665","0.95002508274273","0.002938584805509916","1","","","",""
"RF_3phylum_its","finished","-","mohammadsaleh-refahi","3, its, phylum","2023-06-15T20:10:24.000Z","6","","0.9462298636046504","0.0018786331795944131","0.9999600511345478","0.00003994886545222176","0.46021412273086687","0.0017086414488364232","0.9462298636046504","0.0018786331795944131","1","0.9998410975702878","0.00015890242971211554","0.9999600511345478","0.00003994886545222176"
"DNN_phylum2023-May-30_14-40-56_PMits","finished","-","mohammadsaleh-refahi","2023-May-30_14-40-56_PM, its, phylum","2023-06-19T17:02:57.000Z","5","","0.9448845541401272","0.011997105924129732","8.58672372611465","0.004364526302641345","0.4818955117189498","0.04436304009238944","0.9481875873178272","0.01205599537859107","1","","","",""
"DNN_phylum2023-June-11_23-59-00_PMits","finished","-","mohammadsaleh-refahi","2023-June-11_23-59-00_PM, its, phylum","2023-06-19T17:24:54.000Z","6","","0.944785031847134","0.0022732948304568824","8.81799363057325","0.005361804521434146","0.5203456414777093","0.05847920522410824","0.9480875595580488","0.0023097239625204623","1","","","",""
"KNN_phylum2023-June-13_05-27-34_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_05-27-34_AM, its, phylum","2023-06-19T18:01:01.000Z","5","","0.9438929845000856","0.002667406261635916","0.9692688413886978","0.0003559001389961851","0.5400799447621053","0.06028287021893117","0.9438929845000856","0.002667406261635916","2","","","",""
"KNN_phylum2023-June-08_18-43-57_PMits","finished","-","mohammadsaleh-refahi","2023-June-08_18-43-57_PM, its, phylum","2023-06-19T17:19:25.000Z","6","","0.9412764040052276","0.004234999966574881","0.9680859346488916","0.0006305255560083352","0.5157849559495118","0.051855204205632215","0.9412764040052276","0.004234999966574881","2","","","",""
"KNN_phylum2023-June-13_09-59-42_AMits","finished","-","mohammadsaleh-refahi","2023-June-13_09-59-42_AM, its, phylum","2023-06-19T18:15:03.000Z","6","","0.9408367877460568","0.0024376337388449507","0.9671449338042258","0.00025269493776476117","0.5521781130206376","0.05576627306011977","0.9408367877460568","0.0024376337388449507","2","","","",""
"KNN_phylum2023-May-30_14-40-56_PMits","finished","-","mohammadsaleh-refahi","2023-May-30_14-40-56_PM, its, phylum","2023-06-19T17:03:04.000Z","6","","0.9402175667609092","0.0037731013444837263","0.967069476688142","0.0004249983091753281","0.5175567575009814","0.050455079655302014","0.9402175667609096","0.003773101344483739","2","","","",""
"KNN_phylum2023-June-05_17-50-22_PMdairydb","finished","-","mohammadsaleh-refahi","2023-June-05_17-50-22_PM, dairydb, phylum","2023-06-18T17:30:08.000Z","5","","0.9389200648459908","0.002576152923870765","0.9697759487882944","0.00027740006039550155","0.6839684650931815","0.01581043499799935","0.9389200648459908","0.0025761529238707654","2","","","",""
"RF_6phylum_dairydb","finished","-","mohammadsaleh-refahi","6, dairydb, phylum","2023-06-15T20:15:45.000Z","5","","0.9355780022446688","0.0007981045018081723","1","0","0.5840446526162453","0.008083574580954545","0.9355780022446688","0.0007981045018081168","1","1","0","1","0"
"DNN_phylum2023-May-18_15-44-40_PMits","finished","-","mohammadsaleh-refahi","2023-May-18_15-44-40_PM, its, phylum","2023-06-19T16:45:59.000Z","5","","0.93546974522293","0.004776904190326161","8.468172770700637","0.00907584382515412","0.5044964725883887","0.04262087717470792","0.9387393206841624","0.00472984519374121","1","","","",""
"DNN_phylum2023-June-12_21-53-34_PMits","finished","-","mohammadsaleh-refahi","2023-June-12_21-53-34_PM, its, phylum","2023-06-19T17:44:04.000Z","5","","0.9349721337579618","0.0024411177292344268","8.764112261146497","0.0060481065724981","0.5053510468990267","0.05097395702449494","0.9382403269062944","0.0024627607447979703","1","","","",""
"DNN_phylum2023-June-16_17-01-25_PMits","finished","-","mohammadsaleh-refahi","2023-June-16_17-01-25_PM, its, phylum","2023-06-19T18:47:07.000Z","6","","0.9338972929936306","0.004476910544839158","8.472850318471338","0.010150571350736904","0.44615519121179864","0.046809411126936776","0.9371618168443524","0.004517874827028693","1","","","",""
"KNN_phylum2023-June-13_05-27-10_AMdairydb","finished","-","mohammadsaleh-refahi","2023-June-13_05-27-10_AM, dairydb, phylum","2023-06-18T20:50:00.000Z","6","","0.9334580371617408","0.003361086282539352","0.9665294924554184","0.0004550250132201595","0.6745402235311021","0.013822124608800229","0.9334580371617408","0.003361086282539352","2","","","",""
"KNN_phylum2023-June-12_00-01-23_AMits","finished","-","mohammadsaleh-refahi","2023-June-12_00-01-23_AM, its, phylum","2023-06-19T17:38:26.000Z","5","","0.9334066705334066","0.003123354773474962","0.9634963450660416","0.0004328296963453934","0.5508303276353536","0.0601580589014164","0.9334066705334066","0.003123354773474962","2","","","",""
"DNN_phylum2023-May-13_13-02-00_PMits","finished","-","mohammadsaleh-refahi","2023-May-13_13-02-00_PM, its, phylum","2023-06-19T16:46:51.000Z","6","","0.9322054140127388","0.0069347545100317785","8.487121815286624","0.007538010575560663","0.5226827336945946","0.05022923772226416","0.93546376263802","0.006940831983179284","1","","","",""
"KNN_phylum2023-June-12_00-04-43_AMdairydb","finished","-","mohammadsaleh-refahi","2023-June-12_00-04-43_AM, dairydb, phylum","2023-06-18T19:16:34.000Z","5","","0.9317745354782392","0.002553506918409696","0.9654570395311138","0.0002889229528531749","0.6666162069176418","0.010941622721796869","0.9317745354782392","0.0025535069184097086","2","","","",""
"KNN_phylum2023-May-18_15-44-40_PMits","finished","-","mohammadsaleh-refahi","2023-May-18_15-44-40_PM, its, phylum","2023-06-19T16:46:06.000Z","8","","0.9310495988795868","0.0018852584288929237","0.9604203421925656","0.00022290813439866672","0.5256427751262941","0.050409298194034835","0.9310495988795868","0.001885258428892906","2","","","",""
"DNN_phylum2023-June-06_14-55-31_PMits","finished","-","mohammadsaleh-refahi","2023-June-06_14-55-31_PM, its, phylum","2023-06-19T17:04:54.000Z","5","","0.927249203821656","0.011520624292705454","8.470660828025476","0.006953582087384793","0.4988180236402706","0.04819929109811592","0.9304906889842832","0.011585787079777568","1","","","",""
"DNN_phylum2023-June-05_17-50-22_PMdairydb","finished","-","mohammadsaleh-refahi","2023-June-05_17-50-22_PM, dairydb, phylum","2023-06-18T17:30:01.000Z","5","","0.925136952191235","0.004601540401936024","8.550062250996016","0.006506453138807713","0.581333589748735","0.029780002225844183","0.9266367377478488","0.004609000188097053","1","","","",""
